english,korean
Maybe he would have become a wrestler!,아마도 레슬링 선수가 되었을 것이다!
"Overcrowding in large cities, traffic jams, competition for jobs, worry about the future, and any big changes in our lives may cause stress.","대도시의 혼잡, 교통체증, 직업에서 오는 경쟁, 미래에 대한 불안, 그리고 우리생활에서의 커다란 변화가 스트레스를 야기한다."
"Sociologist John Scanzoni says, ""To marry young reduces the chances for gaining further education and preparing properly for a career or work",사회학자 John Scanzoni는 이렇게 말한다. “어려서 결혼하게 되면 상급학교 교육을 받아 직업을 가질 준비를 제대로 할 수 있
No one can say it's wrong to follow a craze.,누구도 유행을 따르는 것이 나쁘다고 말할 수는 없다.
"Finally, the finished product will be delivered directly to your door.",끝으로 완성된 제품이 당신의 집까지 직접 배달될 것이다.
Jane wants to write beautifully.,Jane은 예쁘게 쓰기를 원한다.
"Of course, you do not want to spend your vacation sick in bed.",물론 당신은 당신의 휴가를 아파서 누워지내고 싶지 않다.
He became well-known to the people for his nice shoes.,그는 그의 훌륭한 신발로 사람들에게 잘 알려지게 되었다.
"As a new visitor,  everything seems new and exciting.",새로 방문한 사람으로서 모든 것들이 새롭고 흥미진진해 보인다.
Easter means that the earth is born again.,부활절은 세계가 다시 태어난 것을 의미한다.
"It brings back old memories, and it helps them understand today's schools better.","그것은 옛 추억을 상기시키고, 그들이 오늘날의 학교를 더 잘 이해하도록 도와준다."
What should he do?,그는 어떻게 해야만 할까?
You have a strong desire to look around and explore.,주위를 둘러보고 탐험하고자 하는 강한 욕구를 갖게 된다.
You know you can't.,할 수 없다는 걸 알 것이다.
"Whatever negative beliefs you may have, you can choose to change them.","당신이 아무리 부정적인 신념을 가지고 있더라도, 그것을 바꾸기로 마음먹을 수 있다."
A monkey on a bicyle is taking place in the ring.,자전거를 타는 원숭이의 곡예가 무대에서 펼쳐지고 있다.
He worked hard every day.,그는 매일 열심히 일했다.
Do children no longer dream of wonderful places full of magical and strange creatures?,어린이들은 이제 더 이상 신비하고 이상한 생물들로 가득 찬 놀라운 곳에 대해서는 꿈꾸지 않는가?
I was glad nobody was hurt very badly.,나는 아무도 심하게 다치지 않아 기뻤다.
They said that Tom was a very good actor.,그들은 톰이 아주 훌륭한 배우라고 말했다.
"In fact, the cameras were the most important thing.","사실, 카메라가 가장 중요한 것이었다."
The main reason I am against capital punishment is that it is very easy for the law to make mistakes.,내가 사형에 반대하는 주된 이유는 법이 실수를 하기가 매우 쉽기 때문이다.
"In many cultures people have their main meal at noon, but Americans prefer a large dinner.","많은 문화에서 사람들은 정오에 주식을 먹지만, 미국인들은 잘 차린 저녁을 좋아한다."
"Such dreams don't usually happen by chance, however.",그러나 그러한 꿈들은 대개 우연히 일어나는 것이 아니다.
"For example, some people think that a person is not friendly if he or she doesn't make small talk.","예를 들어, 어떤 사람들은 가벼운 이야기를 하지 않는 사람을 친절하지 않다고 생각한다."
The second tried counting sheep.,두 번째 그룹은 양을 세는 것을 시도했다.
"When there is a new invention such as the automobile, it is often necessary to pass laws about it.",자동차와 같은 새로운 발명품이 나을 때는 흔히 그것에 관한 법률을 통과시켜야 할 필요가 있다.
"He sold the new drink at his friend Jacob's pharmacy, at 5 cents a glass.",그는 친구 제이콥의 약국에서 그 새로운 음료를 한 잔에 5센트 가격으로 판매했다.
"When germs go inside milk, the milk becomes sour.","세균이 우유에 들어가면, 우유가 신맛이 난다."
Some plants protect themselves from plant-eating animals by giving off a bad smell.,어떤 식물들은 고약한 냄새를 발산함으로써 초식 동물들로부터 자신을 보호한다.
"However, less than six months later, a new report came out about Vitamin C.","그러나, 6개월도 안 되어서 비타민 C에 관한 새로운 보고서가 발표되었다."
A man from the city was walking down a country road when he saw an old farmer sitting under a tree.,"도시에 사는 한 사람이 시골길을 따라 걷다가, 나무 밑에 앉아 있는 나이 든 농부를 보았다."
"I think that anyone who has a job he or she enjoys is very lucky,",누구든 자신이 즐기는 직업을 갖고 있는 사람은 아주 운이 좋다고 생각해요.
Su-mi will meet him at the airport in Seoul.,수미는 그를 서울에 있는 공항에서 만날 것이다.
The smell of coconuts in a travel agency makes us think of traveling to a tropical beach.,여행사에서 나는 코코넛 냄새는 우리에게 열대 지방의 해변으로 여행하는 것을 떠올리게 한다.
She likes to ask questions and draw pictures.,그녀는 질문하기와 그림 그리기를 좋아한다.
"For example, the same graphic techniques used to create the scary waves in the movies The Perfect Storm and Pearl Harbor are also used by the","예를 들어, 영화 '퍼팩트 스톰' 과 '진주만'의 무시무시한 파도를 만들어내는 데 사용된 똑같은 그래픽 기술이 군대에서도 군인들에게"
You can learn to swim only by swimming.,오직 수영을 해 봄으로써 수영을 배울 수 있다.
"Now, Tom Cruise loves to learn.","이제, 톰 크루즈는 배우는 것을 좋아한다."
"Let's say you know English, French and German really well.","여러분이 영어, 불어, 독일어를 정말로 잘 알고 있다는 것을 말해보자."
These experts create an image the majority of voters will like.,이들 전문가들은 대다수의 유권자들이 좋아할 이미지를 만들어 낸다.
Donna couldn't do her homework because she had to take care of her baby sister while her mother was away.,Donna는 어머니가 나가 계신 동안에 그녀의 여동생을 돌봐야 했기 때문에 숙제를 할 수 없었다.
Mr. Kim has one young son who just entered a school.,김씨는 방금 학교에 들어간 한 어린 아들이 있다.
"It also helps people feel comfortable with each other, especially at the beginning of a conversation.",그것은 특히 대화를 시작할 때 서로가 편하게 느끼도록 도와준다.
I abandoned ours and ran over to grab the tree she had set aside.,나는 우리가 선택한 나무를 버리고 달려가서 그녀가 제쳐놓은 그 나무를 움켜쥐었다.
It took a long time and finally they reached the thirtyeighth floor.,많은 시간이 걸렸으며 마침내 그들은 38층에 도착했다.
You will find yourself more relaxed.,자신이 좀 더 편안해지는 것을 발견할 것이다.
3. a question or problem that will be dealt with by a law court: The case against Mr. Smith will be heard.,3. 법원에서 다루어질 질의나 문제 : Smith씨에 대한 소송 사건을 심리할 것이다.
"""Don't talk like that!",“그렇게 말하지 마.
"""poor dog!"" Jack cried.","“가엾은 개!"" Jack은 소리쳤다."
"""That sounds like another bit of luck.","""그것도 행운이네요."
My little sister Annie is five years old.,나의 어린 동생 Annie는 5살이다.
"Then I noticed the one being held by a woman nearby: ""the"" perfect tree.","그리고 나서 나는 근처의 한 여자가 들고 있는 나무를 보게 되었는데 “그것""은 그야말로 완벽한 나무였다."
"This makes it more difficult to sleep,"" said one of the researchers.","이것이 잠자는 것을 더욱 어렵게 만들죠."" 연구자들 중 한 명이 말했다."
"So we may say that sports, like music, are an international language.",그래서 우리는 음악처럼 스포츠도 국제적 언어라고 말할 수 있다.
"Then, I'll give you some special fertilizer.""","그렇다면 내가 당신에게 특수 비료를 좀 주리다."""
"Previously, in order for my husband to hear the TV, he would turn up the volume so high, it gave me a headache.",이전에는 남편이 TV를 보려면 소리를 너무 크게 했기 때문에 나는 머리가 아팠다.
I came home at half past three and found Betty reading a book alone.,나는 집에 3시 반에 가서 혼자서 책을 읽고있는 Brtty를 발견했다.
"If you are interested in history, read books about history.","당신이 만약 역사에 관심이 있다면, 역사에 대한 책을 읽어라."
"Anonymity in cyberworld can certainly be a good thing in some ways, but if it is misused, it can be very offensive.","사이버 세상에서의 익명성은 어떤 점에서는 분명 좋은 것이긴 하지만, 잘못 사용되면 매우 공격적이 될 수 있다."
The Sound of Music will be screened at 5:00 and at 9:20.,사운드 오브 뮤직은 5시에 상영될 것 입니다.
"In both Italy and Poland, history is very important to the people.",이탈리아와 폴란드 모두에서 역사는 사람들에게 매우 중요하다.
I just got your flower.,방금 꽃을 받았어.
"After a month, some of these patients were completely cured.","한달 후에, 이 환자들의 일부는 완전히 치료되었다."
"For example, one method requires students to listen to a tape over and over again until they get the meaning.","예를 들어, 한가지 방법은 학생들에게 의미를 이해할 때까지 테잎 하나를 반복해서 들을 것을 요구한다."
Taking pictures is his job.,사진을 찍는 것은 그의 직업이다.
They are going to get up early tomorrow morning.,그들은 내일 아침 일찍 일어날 것이다.
"The parents then went to Jimmy's room and saw him laughing loudly, ""Wow, I can use this to save my money in.","그리고 나서 부모는 지미의 방으로 갔고, 그가 크게 소리내어 웃는 것을 보았다. ""와, 이걸 저금통으로 쓰면 되겠다."
People came from all over the country to buy his shoes.,전국 각지에서 사람들이 그의 신발을 사러 몰려 왔다.
"Most Christians, for example, will worry whether Jesus also lived and died on these other planets.","예를 들어, 대부분의 기독교인들은 예수가 이들 다른 행성에서도 살다가 죽었는지 걱정할 것이다."
"A great many plants have thorns, spines, or stinging hairs that protect them.","매우 많은 식물들이 자신을 보호하는 가시나 바늘, 쐐기털을 가지고 있다."
Opportunity cost can also be an activity you don't choose to do during the day.,또한 기회비용은 그 날 동안 선택하지 않은 행위일 수도 있다.
Bob is my brother.,Bob는 내 동생이다.
"""In that case,"" warned the policeman, ""you'd better tell them to leave here at once!""","""만일 그렇다면, 당신은 그들에게 당장 이곳을 떠나라고 말하는 것이 좋을 것이오!""라고 그 경찰관이 경고했다."
"Before long, people will want to send a spaceship to the star in a ""diamond rush.""","머지않아 사람들은 ""다이아몬드 러쉬""를 이루어 우주선을 그 별에 보내고 싶어할 것이다."
It can't be luck.,이건 운일 리가 없어.
Now we are working hard for the 21st century.,이제 우리는 21세기를 위해 열심히 일하고 있다.
"According to psychologists, it is much more serious than simply deciding between a soap opera and a sports program.","심리학자들에 의하면, 그것은 단순히 연속극과 스포츠 프로그램 사이에서 결정하는 것보다 훨씬 더 중대한 의미를 지닌다."
He had a difficult time understanding the words.,그는 단어들의 뜻을 이해하는 데 어려움을 겪었다.
"At first, I told them that I wanted to learn cooking ""just for fun.""","처음에는 ""단지 재미 삼아"" 요리를 배우고 싶다고 부모님께 말씀드렸어요."
I asked her when mother had gone.,나는 그녀에게 언제 엄마가 떠나셨는지를 물었다.
"When he couldn't stand it any longer, he opened the door and burst in.","교장 선생님은 더 이상 참을 수가 없어서, 문을 열고 불쑥 들어갔다."
Overweight children often have low self-esteem and a negative self-image.,비만인 아이들은 종종 자부심이 부족하고 부정적인 자아상을 갖게 된다.
"And I can do many other things, too.",그리고 또한 다른 많은 것들을 할 수 있습니다.
My hobby is traveling.,나의 취미는 여행하는 것이다.
He talked to the class for half an hour about the importance of good behavior.,그는 단정한 행동의 중요성에 대해 30분 동안 얘기했다.
And sometimes people have black eyes.,그리고 때때로 어떤 사람들은 검은 눈동자를 가지고 있다.
friend: Where did you lose it?,친구 : 어디에서 그것을 잃어버렸나?
Do you like to live in the city or in the country?,"당신은 도시에서 사는 것을 좋아합니까, 시골에서 사는 것을 좋아합니까?"
My friends and I are going on a trip to the Grand Canyon during the summer.,친구들과 나는 여름 동안에 Grand Canyon에 여행할 것이다.
"That is a bad habit, too.",그것 역시 나쁜 습관이다.
Everyone needs to eat food well if he wants to have a strong body.,튼튼한 몸을 갖고 싶으면 모든 사람들은 음식을 잘 먹어야 할 필요가 있다.
Two men were sitting in a plane.,두 사람이 비행기 안에 앉아 있었다.
Some ads show soap only for washing floors.,어떤 광고들은 단지 바닥을 닦는 것에만 쓰는 세제들을 보여준다.
They were great success.,그것은 대성공이었다.
"Giles' father: When I was brought up, men never went near the kitchen.",Giles의 아버지: 내가 자랄 때만 해도 남자들은 절대로 부엌 근처에 가지 않았습니다.
"Often, wisdom teeth don't come in at all.",사랑니는 종종 전혀 안 나기도 한다.
They listened to him and did not ride on them.,"그들은 그의 말에 귀를 기울였으며, 버스를 타지 않았다."
"""I will come to work in the morning as soon as a plumber gets to my house.""","“배관공이 아침에 저의 집에 도착하자마자 출근하겠습니다."""
"For example, they could cause fighter jets to bomb the wrong areas or make telecommunications almost impossible.","예를 들면, 그들은 전투기가 엉뚱한 지역을 폭격하게 할 수도 있고 원격 통신이 거의 불가능하게 만들 수도 있다."
"When germs go inside our bodies, we become ill.","세균이 우리 몸 속에 들어가면, 우린 병이 들게 된다."
"""That was lucky, wasn't it?""","""운이 좋으셨군요, 그렇죠?"""
I'm glad I let it go.,나는 새를 놓아 줘서 기쁘다.
It has worked for a lot of famous people.,그것은 많은 유명한 사람들에게 효과가 있었다.
"Often, being patient is not the best solution to the problem.",종종 참는 것만이 문제를 해결하는 최선의 해결책이 아닌 경우가 있다.
Learning to speak is like learning to swim.,말하는 것을 배우기란 수영을 배우는 것과 같다.
Some children are near us.,몇 명의 아이들이 우리들 가까이에 있다.
"If he had not hurt his leg in high school, maybe he wouldn't have become an actor.","만일 그가 고등학교 때 다리를 다치지 않았다면, 아마 그는 배우가 되지 않았을 것이다."
Studying for ourselves brings the most knowledge.,자기 스스로 연구하는 것이 가장 많은 지식을 가져다 준다.
"The man then pulled a piece of paper out of his pocket and said, ""I have an *ATM receipt, and the time is printed on it.","""제가 현금 인출기 영수증을 갖고 있는데, 시각이 찍혀 있군요."
But my grandfather wasn't so kind.,하지만 할아버지는 그렇게 관대하시지 않았어요.
"A woman wanted to know the time, but she didn't have a watch.",한 여자가 시간을 알고 싶었지만 시계를 갖고있지 않았다.
We'll have a lot of fun.,우리는 재미있게 보낼거야.
The lady sometimes had a boy carry a present to Swift.,그 부인은 때때로 한 소년을 시켜 스위프트에게 선물을 갖다 주게 했다.
"When there is bad weather in Florida, the whole country knows about it.",Florida의 일기가 불순하면 전국민이 그것에 대해서 알게 된다.
"When males sing a lot, it means they don't have to spend much time hunting for food.","수컷들이 노래를 많이 한다면, 그것은 수컷들이 먹이를 잡는 데 많은 시간을 들일 필요가 없다는 것을 의미한다."
It is called Internet Addiction Syndrome (IAS).,그것은 인터넷 중독 증후군(IAS)이라고 불린다.
"Tom hurt his leg in high school, so he had to stop sports.",톰은 고등학교 때 다리를 다쳐서 운동을 그만두어야만 했다.
Robinson had beautiful handwriting and wrote the name as it still appears today on cans and bottles!,로빈슨은 아름다운 필체를 갖고 있어서 오늘날 코카콜라 캔이나 병에서 볼 수 있는 것과 같이 그 이름을 썼다.
Please tell her we all miss her and and hope she will be back in school soon.,우리 모두가 그녀를 보고 싶어하며 그녀가 곧 학교로 돌아오기를 바라고 있다고 그녀에게 전해주십시오.
One day Harry and Jane went to the park.,어느 날 Harry와 Jane이 공원에 갔다.
Life was so personal in those days that people often joked about it.,그 당시에는 생활이 매우 개인적이었기 때문에 사람들은 자주 그것에 대하여 농담하였다.
"To keep a pleasant working environment, employers cannot allow certain kinds of behaviors such as arriving late or bothering others.","쾌적한 근로 환경을 유지하기 위해서, 고용주들은 늦게 출근하거나 다른 사람들을 방해하는 것과 같은 행동을 허용할 수가 없다."
To forget a duty or not to show thanks for kindness is a crime.,의무를 망각하거나 친절에 대해 감사를 표하지 않는 것은 죄악이다.
"If you have to show your feelings or your anger, do it calmly.",너의 감정이나 분노를 나타내야 할 때는 침착하게 해라.
"When I was at my desk, a pretty bird flew in through the window.","내가 책상에 앉아 있을 때, 예쁜 새 한 마리가 창문을 통해 날아 들어왔다."
"During the daylight hours, Muslim adults are not allowed to eat, drink or smoke.",낮 시간 동안 이슬람교도 성인들은 먹거나 마시거나 담배를 피울 수 없다.
But I know that the times have changed.,그러나 시대가 변했다는 것을 저도 압니다.
Thank you for helping me.,도와주셔서 감사합니다.
"There is nothing wrong with that, except the fact that on some people bright red is unbecoming.",어떤 아이들에게 빨간색이 어울리지 않는다는 사실 외에는 잘못된 것이 없다.
"Mother often says, ""You are a very lazy boy, Min-ho!""","어머니는 종종 “민호야, 너는 정말 게으른 소년이구나!""라고 말씀하십니다."
"She answered, ""Mother went shopping an hour ago.",그녀는 “엄마가 한시간 전에 쇼핑가셨어.
"I go to ""Clothes Express"" and see a really nice shirt.","내가 ""Clothes Express""에 가서 진짜 멋있는 셔츠를 본다."
A person would believe it really is a stone until she or he touches it or examines it closely.,사람들은 그것을 만져보거나 면밀히 살펴보기 전까지는 그것이 정말로 돌이라고 믿을 것이다.
Here is a story of a man who has seen much of the world and chooses a little country village for his home.,여기에 세상의 많은 부분을 보아왔고 그의 집으로 작은 시골 마을을 선택한 한 남자의 이야기가 있습니다.
It changes its color at times.,그것은 때때로 색깔이 변한다.
"But I knew it would only get easier, and the longer I avoid smoking the faster I was able to run.","그러나 나는 점점 쉬워지는 것을 알았다. 즉, 내가 담배를 오래 끊을 수록, 나는 더빨리 달릴 수 있었다."
Now we could see a forest of stone buildings which stood like castles.,그때 우리는 성처럼 서있는 석조건물의 숲을 볼 수 있었다.
Anyone who doesn't follow the latest craze is considered old-fashioned.,최신의 유행을 따르지 않는 사람들은 누구라도 구식으로 간주된다.
They also are easy and cheap to fix.,자전거는 또한 수리하기가 쉽고 돈이 적게 든다.
You would probably think that this would actually cause more pain.,당신은 아마도 이것이 실제로 더 많은 통증을 유발할 것이라고 생각할 것이다.
"For example, northern Europeans used high wooden heels to keep their expensive leather shoes clean.",예를 들어 북부 유럽인들은 비싼 가죽신을 깨끗하게 유지하기 위해 나무로 된 높은 굽을 착용했다.
It shows how life will be fifty years from now.,그 영화는 지금으로부터 50년 후의 삶이 어떨지를 보여주고 있다.
The earth is in danger.,지구는 위험에 처해 있다.
"When Ted died in July 2000, his family paid a company in Arizona to freeze his body and keep it in a special refrigerator.",테드가 2000년 7월에 죽었을 때 그의 가족은 아리조나주에 있는 한 회사에 돈을 지불하여 그의 몸을 냉동시켜 특수 냉동실에 보존하게
She lived like a wolf.,그 아이는 늑대처럼 살았다.
It was the first day of school and the pupils were very excited.,수업 첫날이어서 학생들은 매우 들떠 있었다.
My father drives his car and I wash it on Saturdays.,아빠는 차를 운전하고 나는 토요일마다 세차한다.
"When he stopped wrestling, he tried acting in a musical play.",레슬링을 그만 두었을 때 그는 뮤지컬 연기를 시도했다.
It is also a time to study the Quran and do good deeds such as helping the poor.,라마단은 또한 코란을 연구하고 가난한 사람들을 돕는 것과 같은 선한 행동을 하는 시기이기도 하다.
"When he was a boy, Tom Cruise was a poor reader.","톰 크루즈는 소년이었을 때, 글을 잘 읽지 못했다."
"""What do you do for a living?"" he asked.","“직업이 무엇입니까?""라고 그는 물었다."
"Hutty, spring!",봄이여! 어서 오라!
"When this happens, women will be free from the ignorance that has been binding them for centuries.","이런 현상이 이루어지는 그때에는, 그들은 수 세기 동안 그들을 묶어 왔던 무지로부터 해방 될 수 있을 것이다."
Crowded inner cities are models of lawlessness; the crowded highways of Los Angeles encourage drivers aggression and even shootings.,복잡한 도시 내부 생활이 무질서의 모형이다; Los Angeles의 혼잡한 도로 때문에 운전자들은 싸우게 되고 심지어 총을 쏘게 된다
Nancy and Lucy were invited to his birthday party.,Nancy와 Lucy는 그의 생일 파티에 초대받았다.
"I would raise my voice and yell, ""LUNCH IS READY!""","그러면 나는 목소리를 높여 “점심 다 됐다구요.""라고 소리를 지른다."
They follow her around and do what she does.,그들은 어미를 여기저기로 따라다니고 어미가 하는 대로 한다.
In cities all over the world thousands of people die or are hurt from traffic accidents.,전세계의 도시들에서 수천 명의 사람들이 교통 사고로 죽거나 다친다.
"This, of course, reduces the income available to a marriage during its first ten years -- precisely those years in which most separations and",당연히 이로 인해 결혼 초의 10년간 쓸 수 있는 수입도 적어진다. 결혼 초의 이 10년이 바로 대부분의별거와 이혼이 발생하는 기간이
It is obvious that parents like girls better than boys in most countries.,대부분의 나라에서 부모들이 남자애 보다 여자애를 더 좋아한다는 것은 명백하다.
Students at Sandpoint High School have a special way of getting a holiday.,샌드포인트 고등학교의 학생들은 휴일을 얻는 특별한 방법이 있다.
Each year farmers and loggers illegally destroy an area of the Amazon rain forest the size of Hawaii.,매년 농부들과 벌목꾼들은 아마존의 열대 우림 지역을 하와이 섬 넓이만큼 파괴한다.
You can play games with me.,여러분은 나와 함께 게임을 할 수 있습니다.
Now they had to find a name as new and exciting as the drink.,이제 그들은 그 음료만큼이나 새롭고 흥미있는 이름을 찾아야 했다.
There are several reasons why.,여기에는 여러 가지 이유가 있다.
I want to be a professional skier.,저는 전문 스키 선수가 되고 싶습니다.
"On July 25, Mr. Smith and I arrived at Oxford.",7월 25일에 Smith씨와 나는 Oxford에 도착했다.
Dioxin is one of the most dangerous chemicals made by man.,다이옥신은 인간에 의해 만들어진 가장 위험한 화학물질 중의 하나이다.
I am sorry for my late reply to your letter.,네 편지에 대한 답장이 늦어져 매우 미안하구나.
"But if children receive the attention they need from their parents, they usually eat less and the weight stays off.","하지만 아이들이 부모로부터 그들이 필요로 하는 관심을 받게 되면, 그들은 대개 덜 먹게 되고 체중이 줄게 된다."
"In-ho: Okay. Mike, can you help me?","인호 : 좋아, 마이크, 나 좀 도와 줄래?"
Mary and Susan were playing outside.,Mary와 Susan은 밖에서 노는 중이었다.
She hopes you will accept these rabbits.,그분은 당신이 이 토끼들을 받아 주시길 바랍니다.
"""That may be so,"" said the boss, ""but what is more important is to put the big rocks in first.""","""그럴지도 모르죠."" 사장이 말했다. ""하지만 더 중요한 것은 큰 돌을 먼저 넣어야 한다는 것이죠."""
Yet no one likes me.',그런데도 아무도 나를 좋아하지 않아.'
"Then, while you are sleeping, your subconscious mind thinks about this information and you may have meaningful dreams.",그러면 당신이 자고 있는 동안 당신의 무의식적인 정신이 이 정보에 대해 생각하고 당신은 의미있는 꿈을 꿀 지도 모른다.
Nancy and Lucy bought the presents last week and gave them to him at the party.,Nancy와 Lucy는 지난주에 선물을 샀고 파티에서 민호에게 선물을 주었다.
"However, many scientists are reporting that frogs are in danger of extinction.","그러나, 많은 과학자들은 개구리가 멸종 위기에 처해있다고 보고하고 있다."
"But if you dream about a cat, you'll be unlucky.",그러나 만약에 고양이에 관한 꿈을 꾼다면 운이 없을 것이다.
"But if the first thing they see is a person or even a thing, they will think of this as their mother.",그러나 그들이 보는 첫번째 것이 사람이거나 혹은 물체이더라도 그들은 이것을 그들의 어미라고 생각을 할 것이다.
husband: I'm looking for my wife's gold ring. Please help me.,남편 : 내 아내의 금반지를 찾고 있는 중일세. 날 좀 도와주게나! 자네는 날 도울 수 있네.
They learned to talk there.,거기에서 그들은 말하는 것을 배웠다.
"First of all, the rocket itself was not safe, it was putting the user as well as the people around him in danger.","무엇보다도, 그 로켓 자체는 주변 사람들뿐만 아니라 사용자도 위험에 처하게 했기 때문에 안전하지 않았다."
So many people from the lower classes are rushing to the IT industry to escape from their poverty.,그래서 하층 계급의 많은 사람들이 가난을 벗어나고자 IT 산업으로 몰려들고 있다.
Artists and computer exports have been working hard for more than 20 years for these unlikely partners.,예술가들과 컴퓨터 전문가들은 이 파트너일 것 같지 않은 파트너를 위해 20년 이상 열심히 노력해 왔다.
First we must make all the money for the trip.,첫번째로 우리는 여행을 위한 모든 경비를 벌어야만 한다.
I hope that we will make a lot of money.,난 많은 돈을 벌 수 있기를 희망한다.
Those who thought of the relaxing scene fell asleep several minutes earlier than normal.,편안한 장면을 생각한 사람들은 일반적인 경우보다 몇 분 먼저 잠이 들었다.
"Or, perhaps more importantly, who decides what you are going to watch next?","즉, 아마도 더 중요하게는, 당신이 그 다음에 무엇을 볼 것인지를 누가 결정하는가?"
The Korean Folk Village will serve as a living museum.,한국 민속촌은 살아있는 박물관 역할을 하게 될 것이다.
The diamond is actually a giant star which shrank to the size of the Earth after burning itself up.,그 다이아몬드는 실제로 거대한 별이 연소되고 나서 지구만한 크기로 줄어든 것이다.
"Yes, here it is.","예, 여기에 있어요."
"In India, baby elephants are trained by tying one of their legs to a tree with a string.",인도에서는 아기 코끼리들의 다리 하나를 나무에 줄로 묶어 놓는 것으로 그들을 길들인다.
Women in Afghanistan are taking off their burhkas.,아프가니스탄의 여성들은 부르카를 벗어 던지고 있다.
I wanted to wait until I have something to write about.,나는 무언가 쓸 거리가 생길 때까지 기다렸어.
These dreams can lead to fresh ideas.,이러한 꿈들은 신선한 아이디어가 나오게 할 수 있다.
"Later come the constant reminders from parents, relatives, and teachers, such as 'a brave boy' or 'a nice girl.'","후에는 ‘용감한 소년’이라든가 ‘착한 소녀’와 같은 끊임없는 암시들을 부모, 친척, 그리고 선생님들로부터 받게된다."
"I like skiing and skating, but I like skiing better.",저는 스키와 스케이트를 좋아하지만 스키를 더 좋아합니다.
The eggs mean new life.,달걀은 새 삶을 의미한다.
You will have a toothache.,당신은 치통에 시달릴 것이다.
This kind of honest discussion is one benefit of *anonymity over the Internet.,이와 같은 솔직한 토론은 인터넷의 익명성이 갖는 하나의 이점이다.
The boy sat down.,소년은 앉았다.
Their house was very far from their school.,그들의 집은 학교에서 멀리 떨어져 있다.
The pyramids of Mexico and the carvings within them are considered to be the work of an alien civilization.,멕시코의 피라미드와 그 내부의 조각들은 외계 문명의 작품으로 간주된다.
Other plants keep safe by matting themselves hard to find.,또 다른 식물들은 자신을 찾기 힘들게 만듦으로써 안전하게 지낸다.
"If you want new clothes, a laser will scan your body to determine the exact size.","만일 새 옷을 원한다면, 정확한 사이즈를 측정하기 위해 레이저가 당신의 몸을 스캔할 것이다."
"Then he asked, ""Is it full?""","그리고 나서 그는 물었다, ""가득 찼습니까?"""
That's not true.,그것은 사실이 아니다.
"Thanks to the women's rights movement, words that discriminate against women have been replaced in most media.","여성인권운동 덕택에, 여성을 차별하는 단어들은 대부분의 언론매체에서 대체되어왔다."
"However, scientists have concluded that each statue could be made by human beings in about a year's time.",그러나 과학자들은 각각의 석상이 약 1년 정도 안에 인간에 의해 만들어질 수 있다고 결론지었다.
"If a baby drintk his or her mother's milk, the dioxin will enter the baby.",아기가 모유를 먹으면 다이옥신은 그 아기의 몸에 들어간다.
I watched as she carried it around the lot and couldn't believe my eyes when she set it aside.,나는 그 여자가 그 나무를 들고서 그 구획을 돌아다니는 것을 바라보았는데 그가 그 나무를 제쳐놓는 것을 보고는 도저히 내눈을 믿을 수
Mike: I'm cleaning my room.,Mike: 방청소를 하고 있어.
A newspaper photographer must move fast at all times.,신문 사진기자는 항상 빨리 움직여야 한다.
"Although he was the king, Louis XIV was unhappy because of his short height.","루이 14세는 왕이었음에도 불구하고, 작은 키 때문에 불만스러웠다."
"But thousands of years ago, the Chinese developed a way of killing pain by using needles.","그러나 수천 년 전에, 중국인들은 바늘을 사용하여 통증을 없애는 방법을 개발했다."
Scratching is a habit among monkeys.,긁는 것은 원숭이들 사이에서 습관이다.
You have to prepare for them.,당신은 그러한 꿈들을 위해 준비해야 한다.
"If you lived the way he does, you would look just like him.","만약 너희가 Ben처럼 살게 되면, 너희도 그렇게 보일 거야."
"However, many scientists say that the carvings are simply religious images, and the pyramids are just well-made stone tombs in which the dead","그러나 많은 과학자들은 그 조각들은 단순히 종교적인 형상이고, 피라미드도 죽은 사람들이 매장된 잘 만들어진 돌무덤일 뿐이라고 말한다."
Se-na: It's too hot today. When is your English test?,세나: 오늘은 너무 더워. 너의 영어 시험은 언제 있니?
"Like elephants, we tie ourselves with our own strings.",코끼리들처럼 우리도 우리 자신을 자신의 끈으로 묶는다.
You can have me solve a difficult math problem.,여러분은 나에게 어려운 수학 문제를 풀게 할 수 있습니다.
By using this language we can talk with people who speak a different language and understand them much better.,이 언어를 사용함으로써 우리는 다른 언어를 말하는 사람들과 얘기할 수 있고 그들을 보다 잘 이해할 수 있다.
My name is Mike.,내 이름은 Mike이다.
"A : If I were you, I'd go home and take a rest.",A : 내가 너라면 집에 가서 쉬겠다.
The main victims of the Nazis were Jewish people.,나찌의 주요 희생자는 유태인이었다.
One arrived shortly before 7 a.m.,7시 직전에 배관공 한명이 도착했다.
Sometimes they even make sounds like they are trying to bark or meow or moo.,"때때로 멍멍거리거나, 야옹하거나, 음매하려고 하는 것 같은 소리를 내기도 한다."
"Recently, the Hobble Space Telescope also took a picture of the diamond star.",최근에는 허블 우주 망원경이 그 다이아몬드별의 사진을 찍었다.
Then he went outside and began selling them.,그리고 밖에 나가서 토마토를 팔기 시작했다.
He knew that wolves often came around there.,그는 늑대들이 그 근처에 자주 돌아다닌다는 것을 알았다.
You have to try to find out what is wrong and fix it.,무엇이 잘못 되었는지 찾아내고 고치려고 노력해야 한다.
