english,korean
Tom will be here in less than an hour.,톰은 한시간 안에 여기로 올 것 같아.
Tom works in research and development.,톰은 연구 개발을 하고 있어요.
We didn't expect it to take this long.,이렇게 오래 걸릴 줄은 몰랐어.
We didn't expect it to take this long.,이렇게 시간이 걸릴 줄은 몰랐어.
We'll never get to Boston before dark.,우린 어두워지기 전에 보스턴에 다다르지 못할 거야.
What do you remember about last night?,어젯밤에 대해 기억나는 게 뭐야?
What do you think this sentence means?,이 문장이 무슨 뜻인 것 같아?
"Will Tom come with his wife, or alone?","톰이 자기 아내랑 올까, 아니면 혼자 올까?"
Women are often judged by their looks.,여자들은 자주 외모로 평가된다.
Would you like me to help you do that?,내가 널 도와줬으면 좋겠어?
"You're not mad at me anymore, are you?",너 더 이상 나한테 화내지 않는 거지?
You've got to fish where the fish are.,물고기가 있는 곳에서 낚시해야지.
"You've never studied French, have you?",너 프랑스어 공부해본 적 없지?
Astronomy is by no means a new science.,천문학은 결코 신생 과학이 아니야.
"At the most, the trip will cost $1,000.","이 여행은 기껏해야 1,000 달러일 거야."
Buy eggs at the store on your way home.,돌아올 때 슈퍼마켓에서 계란 사 와.
Could you tell me your present address?,현주소를 말씀해 주시겠습니까?
Everybody here except me has done that.,나 빼고 여기에 있는 사람 모두 그것을 했다. (한 적이 있다.)
"Feeling chilly, I turned on the heater.",한기를 느껴서 히터를 켰다.
French is one of my favorite languages.,프랑스어는 내 취향이야.
Have you ever been in Australia before?,호주에 가본 적 있어?
He attributes his success to hard work.,그는 그의 성공을 그가 열심히 일한것에 대해 공을 돌렸다
He kissed his daughter on the forehead.,그는 그의 딸 이마에 뽀뽀를 했다
His sudden appearance surprised us all.,걔가 갑자기 와서 우리는 다 놀랐어
How did you spend your winter vacation?,겨울방학 어떻게 보냈어?
How did you spend your winter vacation?,겨울 방학은 어떻게 지냈나요?
I bought this umbrella three years ago.,나는 3년 전에 이 우산을 샀어.
I didn't know you used to teach French.,나는 네가 프랑스어를 가르쳤는지 몰랐어
I don't speak French as well as you do.,난 너만큼 프랑스어를 잘하지 못해.
I don't think Tom knows Mary very well.,톰이 메리를 아주 잘 안다고 생각하진 않는데.
I have to introduce Tom to the manager.,나는 톰을 매니저에게 소개시켜줘야 합니다.
I know Tom is a very good chess player.,나는 톰이 체스를 아주 잘 둔다는 것을 알고 있어.
I know Tom knows that I should do that.,나는 톰이 내가 그렇게 해야한다는 것을 안다는 것을 안다.
I know that Tom is a very generous man.,톰은 아주 관대한 남자인 것 같아.
I know that Tom is a very quiet person.,톰은 아주 조용한 사람인 것 같아.
I know that Tom knows I should do that.,나는 톰이 내가 그렇게 해야한다는 것을 안다는 것을 안다.
I learned how to swim when I was a kid.,내가 어렸을 때 어떻게 수영하는 지를 배웠어.
I remember Tom was wearing a brown hat.,톰이 갈색 모자를 쓰고 있었다는 걸 기억하고 있어.
I should've told you about that sooner.,너한테 더 일찍 말했어야 했는데.
I watched TV after I washed the dishes.,설거지 끝내고 티비 봤어.
I wish that I could've helped Tom more.,내가 톰을 더 도와줄 수 있었다면 좋았을 텐데.
I wonder if Tom noticed the difference.,톰이 다른 점을 눈치챘는지 의문스러워.
I'll leave as soon as it stops raining.,비가 그치자마자 바로 떠날 거야.
I'm going to be at home this afternoon.,난 오후에는 집에 있을려고.
I'm still optimistic about the project.,그 프로젝트에 대해 난 아직 긍정적인 입장이야.
I'm still optimistic about the project.,난 그 프로젝트에 대해 아직 긍정적이야.
I've always been an independent person.,난 전부터 항상 독립적인 사람이야.
Is eating organic food worth the money?,유기농 음식을 먹는 게 그만한 값어치가 있어?
Is there anyone here who speaks French?,프랑스어 할 줄 아는 사람 여기 있어?
Is there something you want to tell me?,뭔가 할 말이 있니?
It's dangerous to go outside right now.,지금 당장 밖으로 나가는 것은 위험하다.
My daughter is not yet three years old.,내 딸은 아직 3 살이 안 됐어.
Nothing is certain but death and taxes.,죽음과 세금만큼 확실한 것은 없어.
Our family doesn't celebrate Christmas.,우리 가족은 크리스마스를 축하하지 않아.
That was the only way we could do that.,그게 우리가 할 수 있는 유일한 방법이었습니다.
The earth is much larger than the moon.,지구는 달보다 훨씬 더 넓어.
"The sooner you do it, the better it is.",더 빨리할수록 좋다.
The war ended about three months later.,전쟁은 대략 3달이 지나고 끝났어.
There are a lot of animals in the park.,공원에 동물이 많다.
There was no point in arguing with Tom.,톰과 싸우는 건 무의미했어.
There was no point in arguing with Tom.,톰과 싸우는 것은 무의미했다.
They have scheduled a press conference.,그들은 기자회견 일정을 잡았다.
This restaurant is busier on Saturdays.,이 음식점 토요일에는 더 붐벼.
"Tom and Mary used to be friends, right?",톰이랑 메리는 한 때 친구였었지?
Tom and his brother look quite similar.,톰이랑 톰네 형은 진짜 닮았어.
Tom dressed up as cowboy for Halloween.,톰은 핼러윈을 맞아 카우보이처럼 옷을 입었다.
Tom fainted at the sight of the needle.,톰은 바늘의 광경을 보고 실신했어.
Tom filled the bathtub with warm water.,톰은 욕조에 따뜻한 물을 부었어.
Tom had a crush on his science teacher.,톰은 자기 과학 선생님한테 반했어.
Tom is swimming in the neighbor's pool.,톰은 이웃의 수영장에서 수영하고 있다.
Tom said that Mary has never done that.,톰이 말하길 메리는 저런 것을 한번도 한 적이 없대.
Tom still hasn't responded to my email.,톰이 아직도 내 이메일에 답장을 안했어.
Tom thinks that it's a ridiculous idea.,톰은 이걸 한심한 아이디어라고 생각해.
Tom thought that Mary would be jealous.,톰은 메리가 질투날 거라고 생각했어.
Tom volunteered to pay for the damages.,탐은 손해배상금을 지불할 것을 자청했다.
"Tom, Mary, John and Alice can all swim.","톰, 메리, 존, 앨리스는 모두 수영을 할 수 있어."
Viruses are much smaller than bacteria.,바이러스는 박테리아보다 훨씬 작아.
Was it you who told Tom not to do that?,그걸 하지 말라고 톰한테 말한 게 너야?
Water is the only thing Tom will drink.,톰이 마실 수 있는 것은 오직 물 뿐이야.
We should hold some of food in reserve.,음식을 좀 남겨 놓아야 해요.
What convinced you to change your mind?,뭐가 네 마음을 바꾸게 했어?
What convinced you to change your mind?,뭐 때문에 네 마음이 바뀌었어?
What did you do after school yesterday?,너 어제 학교 끝나고 뭐했어?
What did you do after school yesterday?,너 어제 학교 끝난 다음 뭐했어?
What is the difference between A and B?,A와 B의 차이가 뭐예요?
"Which do you like better, meat or fish?",고기랑 생선 둘 중 뭐가 좋아?
"Which do you like better, meat or fish?",고기랑 생선 둘 중에 어떤 게 좋아요?
You carry too much stuff in your purse.,핸드백 속에 너무 많은 것을 넣었군.
You don't need to prove anything to me.,나한테 아무것도 증명할 필요 없어.
You don't need to prove anything to me.,나한테 아무것도 증명할 필요는 없어.
You have something stuck in your teeth.,이빨에 뭔가 끼어있어.
You have to take the bull by the horns.,황소를 잡을 때는 뿔 부분을 잡아야 한다.
You have to take the bull by the horns.,너는 정면 돌파해야 한다.
You may use my computer if you want to.,내 컴퓨터 쓰고 싶으면 써도 돼.
All participants will receive a T-shirt.,모든 참가자는 티셔츠를 받을 것입니다.
Be careful. There's a hole in the floor.,조심해. 바닥에 구멍이 있어.
Both Tom and I prefer watching comedies.,나랑 톰 둘다 코미디 보는 것을 선호해.
Brains consume 25% of the body's energy.,뇌는 신체 에너지 중 25%를 소비해.
Can you save one of those donuts for me?,저 도넛들 중 하나는 남겨줄 수 있어?
Don't say something you'll regret later.,네가 나중에 후회할 만한 말은 하지마.
Every Saturday we clean the whole house.,매주 토요일마다 우린 대청소를 해.
Everyone knows two plus two equals four.,2 더하기 2는 4라는 것을 모두 알고 있어.
Give him the message when he comes back.,그가 돌아오면 메모를 전해주세요.
Have you been in Boston for a long time?,오랜 기간 보스턴에 있어본 적 있어?
Have you ever been betrayed by a friend?,친구에게 배신 당해본 적 있어?
Have you ever been stuck in an elevator?,엘레베이터에 갇혀본 적 있어?
Have you ever been to a foreign country?,외국에 나가본 적 있어?
Have you ever been to this beach before?,이 해변에 와본 적 있어?
He goes swimming in the river every day.,그는 매일 강에 수영하러 간다.
He is going to leave tomorrow afternoon.,그는 내일 오후에 떠날 예정이다.
He will hire someone who speaks English.,그 사람은 영어를 할 줄 아는 누군가를 고용할 거야.
His brave actions are worthy of a medal.,그의 용감한 행동은 메달을 받을 만한 가치가 있다.
How often do you see wolves around here?,이 근처에서 얼마나 자주 늑대가 보여?
I assure you Tom will be perfectly safe.,톰은 완전 멀쩡할 거라니까.
I ate one of the three remaining donuts.,남아있는 도넛 세 개 중 한 개를 먹었어.
I don't know what Tom is so upset about.,톰이 뭐 때문에 그렇게 화났는지 모르겠어.
I don't know why you're studying French.,왜 네가 프랑스어를 공부하고 있는지 모르겠어.
I don't know why you're studying French.,어째서 네가 프랑스어를 공부하고 있는지 모르겠어.
I don't read as many books as I used to.,난 예전만큼 책을 많이 읽지 않아.
I don't think Tom would do that for you.,톰이 널 위해서 그걸 해줄 것 같진 않아.
I live very close to the subway station.,난 지하철 역에서 아주 가까운 곳에 살아.
I should've told you everything earlier.,너한테 모든 걸 좀 더 빨리 얘기했어야 했는데.
I think that Tom isn't in Australia now.,내 생각엔 톰은 지금 오스트레일리아에 없어.
I think that what you're doing is wrong.,네가 하고 있는 것은 틀린 것 같아.
I think this photo was taken in October.,이 사진은 10월에 찍힌 사진 같아.
I thought Tom would never see you again.,톰이 날 이제 더 이상 날 안 볼 줄 알았어.
I used to go to Boston quite frequently.,난 보스턴에 꽤 자주 갔었어.
I want to get out here as soon as I can.,될 수 있는 한 여기서 빠져나가고 싶어.
I wanted to spend time with my children.,난 내 아이들과 시간을 보내고 싶었어.
I wasn't comfortable with the situation.,난 이 상황에 익숙하지 않아.
I wasn't comfortable with the situation.,난 이 상황이 편안하지 않아.
I wish I could go to the party with you.,너랑 같이 파티 갔으면 좋았을텐데
I'm not going to let you commit suicide.,난 네가 자살하게 내버려 두지 않을 거야.
I'm too old to wear something like that.,난 저런 옷을 입기엔 너무 늙었어.
I've had a thing for rabbits ever since.,나는 그때부터 토끼에게 끌리기 시작했다.
Is there anybody here who speaks French?,프랑스어 할 줄 아는 사람 여기 있어?
Is there anything you'd like to tell me?,뭔가 하고 싶은 얘기 없어?
Is there something that you want to say?,뭔가 할 말이 있니?
Is there something that you want to say?,뭐 할 말이라도 있냐고.
Many people eat turkey on Christmas Day.,많은 사람들은 크리스마스 때 칠면조를 먹어.
Mary is both attractive and intelligent.,메리는 매력적인데다가 지적이야.
My father set the alarm for six o'clock.,우리 아빠는 알람을 일곱 시로 맞췄어.
My younger sister plays piano every day.,우리 여동생은 날마다 피아노를 친다.
Promise me you won't do anything stupid.,바보같은 짓은 하지 않겠다고 나한테 약속해.
She lives with him in a small apartment.,그녀는 작은 아파트에서 그와 함께 살고 있어요.
The police believe that Tom acted alone.,경찰은 톰이 혼자인 척 했던 것이라고 믿고 있어.
There are a lot of sheep in the pasture.,목초지에 양이 많이 있다.
There are a lot of things we need to do.,우리가 해야할 일이 많이 있어.
There are seven continents on the earth.,지구에는 여섯 개의 대륙이 있어.
This is a bit too loose around my waist.,이건 허리가 좀 너무 크네.
Tom and Mary said they were on our side.,톰과 메리는 우리의 편이라고 말했어.
Tom changed his mind at the last minute.,톰은 마지막 순간에 마음을 바꿨다.
"Tom doesn't speak French, but Mary does.",톰은 마리와는 달리 프랑스어를 할 줄 몰라.
"Tom doesn't want to sing, but he has to.",톰은 어쩔 수 없이 노래를 불러야 해.
Tom has a guitar that was made in Korea.,톰은 한국에서 만들어진 기타를 가지고 있다.
"Tom is a good friend of yours, isn't he?","톰은 좋은 친구죠, 아닌가요?"
Tom is definitely not going to be there.,톰은 확실히 거기에 가 있지 않을 거야.
Tom is married to a Canadian named Mary.,톰은 메리라는 캐나다 사람이랑 결혼했어.
Tom is married to a Canadian named Mary.,톰은 메리라는 캐나다인과 결혼했어.
Tom is married to a high school teacher.,톰은 고등학교 선생님과 결혼했어.
Tom said he knew that Mary wouldn't win.,톰은 메리가 이기지 못하리라는 것을 알았다고 말했다.
Tom seems to be worried about something.,톰은 뭔가를 걱정하는 것 처럼 보여.
Tom spent Christmas in Boston with Mary.,톰은 메리와 함께 크리스마스를 보스턴에서 보냈어.
Tom used to be a primary school teacher.,톰은 한때 초등학교 선생님이었었어.
Two American students live in this dorm.,이 기숙사에는 미국인 학생 두 명이 살고 있다.
We carried out our mission successfully.,우린 임무를 성공적으로 수행했어.
We don't know anything about Tom's past.,우린 톰의 과거에 대해 아무것도 몰라.
What did Tom give you for your birthday?,톰이 너한테 생일 선물로 뭘 줬어?
What's the largest airport in the world?,세상에서 가장 큰 공항은 무슨 공항이야?
When was the last time you saw that cat?,저 고양이를 마지막으로 봤을 때가 언제야?
"Yesterday, I simply couldn't go to work.",나는 어제 단지 출근할 수 없었어.
You can't expect much sympathy from Tom.,너는 톰에게서 많은 동정심을 바랄 수는 없다.
You don't seem to be as artistic as Tom.,넌 톰처럼 예술적으로 보이지는 않네.
"You know that isn't possible, don't you?",그게 불가능하단 건 알고 있지?
"You talked to Tom yesterday, didn't you?",네가 어제 톰에게 말했지?
"You're trying to confuse me, aren't you?",넌 날 혼란스럽게 하려고 하는 거지?
Bullying and teasing aren't allowed here.,따돌림과 괴롭힘은 이곳에선 허용되지 않아.
Did you know Mary and Alice were sisters?,메리와 앨리스가 서로 자매였다는 것을 알고 있었어?
Did you like the flowers that I sent you?,내가 너한테 보낸 꽃 마음에 들었어?
Don't believe everything people tell you.,사람들이 말하는 전부를 믿지는 마.
"For the first time in ages, I slept late.",오랜만에 늦게까지 잤는데.
He deposited the prize money in the bank.,그는 상금을 은행에 입급했다.
He says things on the spur of the moment.,그 사람은 충동적으로 얘기해.
He won't let anybody sit in his armchair.,그는 아무도 그의 안락의자에 못 앉게 할 것이다.
How long can a person live without water?,사람은 물 없이 얼마나 살 수 있어?
How many more days will you be in Boston?,며칠 더 보스턴에 있을 거야?
How many more days will you be in Boston?,며칠 더 보스턴에 있으려고?
How many of the people here are teachers?,여기에 있는 사람 중 몇명이 선생님이야?
How many times a week do you play tennis?,일주일에 몇 번 테니스 쳐?
How many years did you live in Australia?,몇년 동안 호주에 살았어?
How often do you visit your grandparents?,얼마나 자주 조부모님을 방문하니?
I assure you Tom will be completely safe.,톰은 진짜 안전할 거라니까.
I assured Tom I wouldn't do that anymore.,난 톰한테 내가 다음 부턴 절대 안 그럴 거라고 단언했어.
I bought a pen for your birthday present.,네 생일 선물로 펜 하나를 샀어.
I can't believe you would do that for me.,네가 날 위해 그걸 해줄 것 같진 않은데.
I didn't know that you loved Tom so much.,네가 톰을 그렇게 사랑할 줄은 몰랐어.
I didn't think that what I did was wrong.,내가 한 것이 틀렸다고는 생각하지 않았어.
I don't like Boston as much as I used to.,난 보스턴을 예전만큼 좋아하지 않아.
I feel like this isn't going to end well.,좋게 끝날 것 같지 않은 기분이야.
I had difficulty in solving this problem.,이 문제를 해결하는 데 곤욕을 겪고 있다
I intend to decline his offer to help me.,날 도와주겠다는 그의 제안은 거절할 생각이다.
I just don't want anyone to be mad at me.,나는 그 누구도 나한테 화를 안냈으면 좋겠을 뿐이야.
I knew Tom was afraid of his grandfather.,톰은 자신의 할아버지를 무서워한다는 것을 난 알고있었지.
"I like your cat, but she doesn't like me.","나는 네 고양이가 좋은데, 네 고양이는 나를 싫어하네."
I think it's cruel to keep a cat indoors.,고양이를 실내에만 두는 건 잔인한 것 같아.
I wonder whether Tom really likes Boston.,톰이 진짜 보스턴을 좋아하는지 궁금하네.
I've never seen anything quite like this.,이런 거 한 번도 본 적이 없어.
"If I were you, I wouldn't sell your land.",내가 너였다면 난 네 땅을 안 팔텐데.
"In 1950, North Korea invaded South Korea.","1950년에, 북한은 남한을 침공했다."
It took me three hours to clean my house.,집을 청소하는데 3시간이 걸렸습니다.
Marriage is the union of a man and woman.,남녀간의 결합을 결혼이라고 하지.
Remember that we're all in the same boat.,우리 모두가 같은 한 배를 탔다는 걸 기억해라.
She is always at the bottom of the class.,그녀는 항상 반에서 꼴찌입니다.
She is always at the bottom of the class.,걔는 항상 반에서 꼴찌야.
The last time I came here was a year ago.,내가 마지막으로 여기에 왔었을 때가 일년 전이야.
"The letters were from Tom, not from Mary.",편지는 메리가 아니라 톰에게서 왔다.
The price of gold varies from day to day.,금값은 매일 변한다.
This information is very important to us.,이 정보는 우리한테 많이 중요해.
This information is very important to us.,이 정보는 우리한테 정말 중요해.
This information is very important to us.,이 정보는 우리한테 있어서 정말 중요해요.
Tom didn't let me answer Mary's question.,탐은 매리의 질문에 답하지 못하게 했어
Tom has very good problem-solving skills.,톰은 뛰어난 문제해결능력을 가지고 있어.
Tom is a friend of mine. Do you know him?,톰은 내 친구야. 그 사람을 알아?
Tom is trying to avoid drinks with sugar.,톰은 설탕있는 음료수를 피하려고 한다.
Tom knows the police are looking for him.,톰은 경찰이 자기를 찾고 있다는 걸 알아.
Tom learned to dive when he was thirteen.,톰은 열 세살일 때 잠수하는 법을 배웠어.
Tom wakes up at six-thirty every morning.,톰은 아침마다 여섯 시 삼십 분에 일어나.
Tom wants to learn how to play the piano.,톰은 피아노 치는 법을 배우고 싶어해.
Tom was supposed to be here before lunch.,톰은 점심 전에 여기 있기로 되어 있었어.
Tom's camera was just where he'd left it.,톰의 카메라는 그가 놔둔 바로 그곳에 있었다.
Tom's only been a widower for six months.,톰은 홀로 된지 6개월밖에 지나지 않았다.
We graduate from high school at eighteen.,우리는 18살에 고등학교를 졸업합니다.
We graduate from high school at eighteen.,우리는 18살에 고등학교를 졸업해.
When was the last time you went canoeing?,가장 최근에 카누를 탄 적이 언제야?
Where did you spend your summer vacation?,여름방학을 어디서 보냈어?
Where did you spend your summer vacation?,여름방학을 어디서 보내셨어요?
Would you mind answering a few questions?,몇 가지 질문에 답할 의향 있어?
You took the words right out of my mouth.,바로 그게 내가 하고 싶은 말이었다.
You've got something stuck in your teeth.,이빨에 뭔가 끼어있어.
Could you loan me some money until payday?,월급날까지 나한테 돈 좀 빌려줄 수 있어?
Do you have a lot of friends in Australia?,호주에 친구들이 많니?
Have you met any Canadians here in Boston?,여기 보스턴에서 캐나다 사람을 만난 적이 있나요?
How do you calculate the volume of a cube?,정육면체의 부피를 어떻게 계산합니까?
How often did you go swimming last summer?,작년 여름에 몇 번이나 수영을 하러 갔었습니까?
I asked Tom why he wanted to study French.,나는 톰에게 왜 프랑스어를 배우고자했는지 물어봤다.
I couldn't get the cork out of the bottle.,병에서 코르크를 뺄 수 없었어.
I don't think that Tom will be doing that.,톰이 저걸 하고 있을 것 같진 않은데.
I doubt Tom can do that without some help.,톰이 도움 없이 그걸 잘 해낼 수 있을지 모르겠다.
I go to Boston three or four times a year.,나는 일년에 서너번 보스톤에 간다.
I hope we don't have to wait for too long.,많이 안 기다려도 되면 좋겠다
I never should've borrowed money from Tom.,난 톰한테 돈을 절대 빌리지 말았어야 했는데.
I thought that you were smarter than that.,난 네가 이것보단 똑똑할 줄 알았지.
"I'm good at many sports, but I can't swim.",나는 많은 운동은 잘 하지만 수영은 못한다.
I'm looking forward to traveling with Tom.,나는 톰과 같이 여행하기를 기대하고 있다.
I'm sorry that I kept you waiting so long.,너무 오래 기다리게 해서 미안해.
It's not as hot today as it was yesterday.,오늘은 어제처럼 그렇게 덥지는 않네.
My older sister plays the piano every day.,우리 누나는 날마다 피아노를 친다.
Now we have one less thing to worry about.,이제 우리는 걱정 거리가 하나 줄었다.
She is more beautiful than any other girl.,그녀는 누구보다도 아름다워요.
The government tends to control the media.,정부는 매체를 조종하는 경향이 있다.
The question is whether he can be trusted.,문제는 그 사람이 신용할 만한 사람인지야.
The teacher scolded his students severely.,선생님은 학생들을 심하게 꾸짖었다.
There is no bus service after nine-thirty.,9시 반 이후엔 버스가 다니지 않아요.
This machine was out of order for a while.,이 기계가 잠시 고장났었다.
Tom didn't know Mary was going to be late.,톰은 메리가 늦을 줄 몰랐다
Tom didn't know who was going to be there.,톰은 누가 거기에 있을 건지 몰랐어.
Tom doesn't drink alcoholic drinks at all.,톰은 알코올이라면 전혀 입에 대지 않아.
Tom has decided to go skiing next weekend.,톰은 다음주에 스키타러 가기로 결심했다더라.
Tom is living alone in a hut on the beach.,톰은 해변에 있는 오두박에서 혼자 살아.
Tom isn't likely to pass the driving test.,톰은 운전면허 시험에 떨어질 듯 하다.
Tom looks quite sophisticated for his age.,톰은 나이에 비해 꽤 고상해 보여.
Tom may be faster at doing that than Mary.,그것을 하는데 톰은 메리보다 더 빠를지도 모른다.
Tom met a friend of Mary's at the airport.,톰은 메리의 친구를 공항에서 만났다.
Tom roasted the marshmallow over the fire.,톰은 마시멜로를 불에 구웠다.
Tom roasted the marshmallow over the fire.,톰이 마시멜로를 불에 구웠어.
Tom should be here within fifteen minutes.,톰은 십오분 안에 여기에 있어야 해.
Tom used soap and water to wash his hands.,톰은 손을 씻으려고 비누랑 물을 썼다.
Was your elementary school a large school?,네가 다니던 초등학교는 큰 학교야?
We don't know whether Tom can come or not.,우리는 톰이 올수 있을지 없을지 모릅니다.
What would you do if that happened to you?,그런 일이 생긴다면 어쩔 거야?
"Which are heavier, sandwiches or onigiris?",샌드위치랑 주먹밥 중에 어느 것이 더 부담스러워?
"You haven't ever been to Boston, have you?",너 보스턴에 가본 적 없지?
"After that English exam, my brain is fried.",영어 시험을 봤더니 내 뇌가 굳었어.
"By the way, have you ever been to Hokkaido?","그나저나, 너 홋카이도에 가본 적 있어?"
Have you ever seen Tom not wearing glasses?,톰이 안경 벗은 거 본 적 있어?
He does not even know how to sign his name.,그 사람은 자기 이름을 싸인하는 법조차 몰라.
I could write Tom a note if you want me to.,네가 원한다면 톰에게 쪽지를 써줄 수 있어.
I didn't know Tom was a child psychologist.,톰이 아동 심리학자였다는 것을 난 몰랐어.
I don't know where Tom will live next year.,난 톰이 내년에 어디에 살 것인지는 모르겠어.
I don't want to go to Tom's birthday party.,나는 톰의 생일 파티에 가고 싶지 않아.
I don't want to waste time on this problem.,이런 일에 시간을 낭비하고 싶지 않다.
I have some strawberries. Do you want some?,딸기가 있는데 너 먹고 싶니?
I have to take my medicine every six hours.,나는 약을 여섯 시간마다 먹어야 해.
I suspect that Tom doesn't want to do that.,내 생각엔 톰이 저걸 하고 싶어하지 않는 것 같아.
I think that Tom is a dangerous psychopath.,톰은 위험한 싸이코패스같아.
I wonder what the weather will be tomorrow.,내일 날씨가 어떨지 궁금해.
I'm actually very interested in doing that.,난 사실 그걸 하는 것에 관심이 많아.
I'm having a hard time with German grammar.,독일어 문법에 어려움을 겪는 중이야.
I'm not very interested in learning French.,프랑스어 배우는 것은 그다지 관심 없어.
"If you're going to smoke, smoke over there.","담배를 피울 거면, 저리 가서 피워."
Is there anything that you want to tell me?,뭔가 하고 싶은 얘기 없어?
My daughter is still under three years old.,내 딸은 아직 3 살 아래야.
Physics is more difficult than mathematics.,물리는 수학보다 훨씬 더 어려워.
The fact that Tom did that can't be denied.,톰이 그걸 했다는 사실은 부인할 수 없는 사실이야.
The footprints continued down to the river.,발자국은 강까지 이어졌다.
There is nothing you have to be ashamed of.,부끄러워 할 거 없어요.
This computer has a Pentium microprocessor.,이 컴퓨터는 펜티엄 마이크로프로세서를 탑재했어.
This grocery store only sells organic food.,이 슈퍼마켓에선 오직 유기농 음식만 팔아.
This is a complete distortion of the facts.,이건 사실에 대한 완전한 왜곡이야.
Thousands of people died during the plague.,전염병 유행중에 수천명의 사람들이 죽었어.
"To tell the truth, he is not a human being.","진실을 말하자면, 그는 인간이 아냐."
Tom came to Australia hoping to find a job.,톰은 취업하기를 기원하면서 호주에 왔어.
Tom divided the pie into three equal parts.,톰은 파이를 삼등분으로 나눴다.
Tom divided the pie into three equal parts.,톰이 파이를 삼등분으로 나눴어.
"Tom doesn't want to do that, but he has to.",톰은 어쩔 수 없이 그걸 해야 해.
Tom has some experience in teaching French.,톰은 프랑스어를 가르친 경험이 있어.
Tom liked to listen to Mary play the piano.,톰은 메리가 피아노 치는 것을 듣는 것을 좋아했다.
Tom looked around and realized he was lost.,톰은 주위를 둘러보고 길을 잃었음을 알아차렸다.
Tom may use my video camera if he wants to.,"톰이 원한다면, 내 비디오 카메라를 쓸 수 있다."
Tom said that what you told me wasn't true.,톰은 네가 나에게 말한것은 사실이 아니라고 말했다.
Tom studies harder than anyone else I know.,톰은 내가 알고 있는 그 누구보다 공부를 열심히 해.
Tom told me where I could buy pomegranates.,톰이 어디서 석류를 살 수 있는지 말해 주었다.
Tom was diagnosed with Asperger's syndrome.,톰은 아스퍼거 증후군이라고 진단받았어.
We need to learn to live with what we have.,우리는 우리가 가진것을 가지고 사는 법을 배울 필요가 있다.
We used the computer in order to save time.,우린 시간을 아끼기 위해서 컴퓨터를 썼어.
We're collecting blankets for the homeless.,우린 노숙자들을 위해 담요를 모으고 있어.
When are you going to ask her to marry you?,너 언제 그 사람과 결혼하자고 할 거야?
Who's the most intelligent person you know?,네가 아는 사람 중에서 누가 가장 머리가 좋은 사람이야?
Who's the most intelligent person you know?,네가 아는 사람 중에서 누가 가장 똑똑한 사람이야?
Allow me to demonstrate my invention to you.,내 발명품 시연하게 해주라.
Antibodies fight off infections and viruses.,항체는 감염과 바이러스를 퇴치해.
Are you blaming me for your lack of success?,네가 성공을 못 하는 것을 내 탓으로 돌리는 거니?
Does anybody here know how this thing works?,이걸 어떻게 하는지 아는 사람?
Genes consist of a specific sequence of DNA.,유전자는 DNA 특유의 배열로 구성되어 있어.
He has a deep insight into human psychology.,그 사람은 인간 심리에 높은 식견이 있어.
He often attributes his success to his wife.,그는 종종 그의 성공을 그의 아내의 공으로 돌리곤 한다
He was dismissed by the boss of the factory.,그는 공장장에게 해고됐다.
Help yourself to anything you'd like to eat.,먹고 싶은 것들 마음껏 먹어.
How many eggs are there in the refrigerator?,냉장고에 계란 얼마나 있어?
I can assure you that's not going to happen.,"단언컨대, 그런 일은 일어나지 않을 거야."
I didn't know that Tom was a cocaine addict.,톰이 코카인 중독자였다니 몰랐어.
I didn't know that you used to teach French.,나는 네가 프랑스어를 가르쳤는지 몰랐어
I have to take the entrance exams next year.,나 내년에 입학시험을 봐야 돼.
I knew it would be impossible for me to win.,내가 이기기 불가능할 거라는 건 알고 있었어.
I know that Tom is a very good chess player.,나는 톰이 체스를 아주 잘 둔다는 것을 알고 있어.
I know that Tom knows that I should do that.,나는 톰이 내가 그렇게 해야한다는 것을 안다는 것을 안다.
I spent two hours reading a book last night.,나는 어젯밤에 책을 읽느라 두 시간을 보냈어.
I'm thinking about going back into teaching.,교직에 돌아갈 생각을 하고 있다.
"If there's a way out of here, we'll find it.",여기서 나갈 방법이 있다면 우리는 찾을 수 있을거야
Is there something that you want to tell me?,뭔가 할 말이 있니?
Is there something that you wish to tell me?,뭔가 할 말이 있니?
Is there something that you wish to tell me?,저한테 하실 말씀이 있으신가요?
It's getting dark. Please turn on the light.,어두워지고 있어. 불 켜줘.
It's not as easy to do that as people think.,사람들이 생각하는 것 만큼 쉽지는 않아요.
Muscles are made of hundreds of thin fibers.,근육은 수백 개의 얇은 섬유로 만들어져 있어.
No other language is as beautiful as French.,프랑스어만큼 아름다운 언어는 없어.
"Not knowing what to say, he remained silent.","무슨 말을 할지 모르는 채, 그는 침묵을 지키고 있었다."
People who ignore history tend to repeat it.,역사를 무시하는 사람들은 역사를 되풀이하게 된다.
Please drop in at my house on your way home.,귀가하실 때 저희 집에 들러 주세요.
"Shut up. If you don't, you'll be thrown out.",닥쳐. 안그러면 쫓아낼거야.
Some people believe in God and others don't.,신을 믿는 사람들도 있고 아닌 사람도 있어.
Tom and Mary live in a very small apartment.,톰과 메리는 매우 작은 아파트에 살고 있어요.
Tom doesn't eat any fish except canned tuna.,톰은 참치통조림 이외의 생선류는 절대 먹지 않아.
Tom is looking for a way to make some money.,톰은 돈을 벌 방법을 찾고 있다.
