지역코드,성별,신용대출,담보대출
4100000204,2,853158,8900795
4100000587,1,825924,1480706
4100000002,2,537387,9845548
4100000330,1,965078,3433262
4100000019,1,707005,9681879
4100000503,1,490255,2871655
4100000064,2,960472,8768814
4100000494,2,674390,3539551
4100000278,1,139890,8456016
4100000266,2,150544,1637618
4100000413,2,341081,8129453
4100000015,2,120692,7174844
4100000022,1,239305,2609550
4100000203,2,941238,2627671
4100000461,2,670133,9555638
4100000136,1,440720,8597204
4100000244,2,634700,4586472
4100000112,1,445519,6331905
4100000340,1,677374,648907
4100000431,2,838396,1339728
4100000405,2,909948,9680986
4100000257,2,339868,2695019
4100000386,2,579712,8684212
4100000093,2,418160,2195345
4100000333,1,325274,4178735
4100000450,2,344524,2988365
4100000376,1,191821,8855656
4100000415,1,467589,934704
4100000519,1,763348,6053366
4100000130,2,850231,3218416
4100000326,1,376849,4563048
4100000520,1,842320,4998301
4100000416,1,377136,6848031
4100000099,2,325944,4221270
4100000406,1,366430,4452200
4100000414,2,444253,5299723
4100000138,1,739397,3232775
4100000467,2,121994,856076
4100000332,2,387760,9468847
4100000480,1,272689,8111300
4100000260,1,927707,5827663
4100000486,1,546039,550406
4100000382,1,798183,5019765
4100000437,2,279387,6516546
4100000032,1,695726,589130
4100000064,2,843375,7581343
4100000130,2,947146,4469552
4100000531,2,246409,1008385
4100000125,2,296738,2051041
4100000415,2,985648,7920391
4100000080,2,812090,1295285
4100000272,1,662528,2281840
4100000275,2,687926,8787957
4100000022,1,972208,6334528
4100000101,2,273857,5006796
4100000336,1,103675,9985944
4100000220,1,345362,4931689
4100000299,1,482124,3315975
4100000531,2,718918,6533976
4100000101,2,357335,7902933
4100000163,2,413666,6716839
4100000003,2,973173,7901006
4100000082,2,230904,5498962
4100000396,2,905007,8864848
4100000141,2,437859,937112
4100000039,2,671923,4262482
4100000198,1,465117,2752137
4100000014,1,669163,5767516
4100000067,1,259229,3929502
4100000137,1,312626,1485617
4100000023,2,908032,3452282
4100000495,2,685203,8256218
4100000201,1,447522,6747135
4100000181,2,791537,4928204
4100000214,2,580111,9277373
4100000541,2,415906,1971194
4100000331,1,295938,7310379
4100000509,1,884815,3809128
4100000401,1,397808,2325398
4100000464,2,306194,6799416
4100000506,1,846699,4927396
4100000147,2,828281,9531627
4100000182,1,687491,8171817
4100000060,2,619921,7455413
4100000274,1,327053,4057339
4100000219,2,828563,4808344
4100000503,1,103284,2462936
4100000167,1,487668,5607030
4100000064,1,982966,8599418
4100000318,2,268057,2488372
4100000181,1,504428,4215083
4100000160,1,941951,5500866
4100000420,2,198013,4340871
4100000120,1,186241,4415327
4100000587,2,220504,9389308
4100000256,1,885877,5055819
4100000391,2,654392,1224671
4100000529,2,632408,7219851
4100000378,1,695643,6813650
4100000149,2,861541,3631103
4100000445,2,369254,7975810
4100000032,2,455199,3255321
4100000379,2,595383,5222316
4100000234,2,493380,7589628
4100000113,1,426913,9391763
4100000345,1,124878,4758929
4100000313,2,918790,8887838
4100000015,2,642755,9395989
4100000133,1,647253,929090
4100000097,1,401167,4419075
4100000021,1,821539,2365034
4100000035,2,969916,4000315
4100000427,2,628313,3266846
4100000163,1,746187,9069829
4100000552,1,519260,2857331
4100000427,2,883533,8057040
4100000102,2,571726,3395789
4100000194,2,524992,9609417
4100000017,1,961289,2341666
4100000443,1,690981,5249378
4100000354,2,348200,1851200
4100000106,1,425512,2304624
4100000230,1,233066,6584597
4100000148,1,888503,1887621
4100000255,1,212899,7308871
4100000038,2,196972,7932617
4100000338,2,938126,4455329
4100000232,2,157580,7532549
4100000370,1,407931,8631242
4100000161,1,378724,9283482
4100000094,2,618709,6684466
4100000065,1,391507,9910164
4100000568,1,476962,2767198
4100000151,2,690566,3793624
4100000291,2,781788,9039413
4100000286,2,974339,3071370
4100000023,1,205571,8600686
4100000388,2,749607,3243569
4100000380,1,256806,9298194
4100000058,2,336456,2989620
4100000223,1,975832,6975238
4100000134,2,973056,5173158
4100000291,2,310896,8084131
4100000583,1,722523,7133002
4100000295,2,549438,3959398
4100000378,1,176755,5346798
4100000461,1,513903,3758232
4100000004,2,520660,4804311
4100000389,1,342836,6393614
4100000284,1,849874,3672270
4100000306,1,119581,4954361
4100000080,1,943034,6333617
4100000573,2,684998,3048885
4100000130,2,742917,5333119
4100000384,1,928746,8086145
4100000000,2,647279,6128285
4100000247,1,620937,2764390
4100000109,2,499083,7931785
4100000471,1,516250,6824354
4100000242,2,756221,1266308
4100000169,1,249418,839846
4100000322,1,737075,2738150
4100000073,2,604195,5345158
4100000216,1,157431,3688010
4100000157,1,798068,9559188
4100000373,2,851673,764502
4100000045,1,567480,1878891
4100000087,2,175478,3434632
4100000329,1,179707,5731333
4100000026,1,512210,4827220
4100000106,1,499523,4286993
4100000152,2,277416,6924376
4100000191,1,718146,660043
4100000095,1,511237,8215359
4100000457,2,352913,6728057
4100000091,2,886162,4012851
4100000102,2,799098,2181885
4100000239,1,128835,4620865
4100000573,1,139752,3740147
4100000406,1,239077,5865596
4100000183,2,891155,5610970
4100000166,1,835492,6708243
4100000582,2,745831,3529594
4100000369,2,679232,1320608
4100000153,2,867943,6667702
4100000360,1,810423,5091270
4100000431,1,121495,8221491
4100000275,1,878237,7958565
4100000551,1,529249,7715123
4100000196,2,799589,8745382
4100000347,1,950323,4484787
4100000239,1,586276,3068583
4100000055,1,279818,9147028
4100000532,2,111388,7134554
4100000268,2,625695,6174421
4100000455,2,931365,9281934
4100000578,2,534870,5486336
4100000076,2,731355,8944728
4100000277,1,411819,8550737
4100000112,2,435009,1402417
4100000427,2,790416,8741980
4100000506,1,415433,5412424
4100000075,2,473421,1077928
4100000561,1,623156,564575
4100000301,1,702673,4484033
4100000209,2,107290,1506096
4100000229,1,804382,5878535
4100000335,1,765697,4119187
4100000384,1,127397,4814025
4100000151,1,752495,8525930
4100000061,2,149500,4793617
4100000571,1,978058,9425747
4100000158,2,823952,9575541
4100000483,2,345055,2824026
4100000536,2,538464,2295370
4100000084,2,169814,2447483
4100000055,1,453114,4061634
4100000148,2,967938,9891651
4100000149,1,313931,2434458
4100000204,1,756196,959380
4100000282,1,121790,6529046
4100000435,2,380610,1644328
4100000056,1,100970,2406565
4100000291,1,610472,6807501
4100000261,1,954128,7997891
4100000280,2,264107,3311056
4100000436,2,458107,9382372
4100000175,2,172472,1116865
4100000463,1,770689,3440798
4100000026,1,711270,5540414
4100000176,2,361963,5776320
4100000071,1,213783,633725
4100000427,2,319143,7518934
4100000151,2,209698,6368343
4100000211,2,750399,5327851
4100000212,1,681359,2564102
4100000445,2,740286,7739692
4100000471,2,380382,1794404
4100000293,1,114256,4553733
4100000439,2,360477,9377413
4100000308,2,568161,4466745
4100000576,1,647282,7410519
4100000105,2,422876,4977755
4100000314,1,213768,6851933
4100000328,2,481948,7546749
4100000215,2,635126,5950123
4100000562,2,418474,3891673
4100000033,2,514765,2048012
4100000303,1,446375,9083002
4100000352,2,333696,9652555
4100000310,2,672280,3029604
4100000046,1,826624,9735648
4100000004,1,266602,5808943
4100000101,1,652491,2478129
4100000092,1,548365,4562372
4100000335,1,684561,1464906
4100000455,1,729761,6387810
4100000236,1,261414,8309194
4100000019,1,927610,1413769
4100000512,2,383162,7759057
4100000148,2,337691,7788642
4100000356,2,269123,9565426
4100000330,2,986896,3199674
4100000342,2,507610,5151497
4100000156,2,250868,9811941
4100000340,1,735521,8540356
4100000338,2,926020,4601120
4100000347,2,405934,4883823
4100000095,1,772172,3927519
4100000552,2,300311,5847938
4100000018,2,764468,9029883
4100000007,1,788163,906195
4100000454,2,388547,6062270
4100000210,2,354056,9066865
4100000235,2,108294,6905389
4100000326,2,789890,8969519
4100000511,2,960575,2384190
4100000169,1,902858,4250549
4100000515,1,537727,5175968
4100000417,2,187402,4981928
4100000525,1,824796,7986783
4100000554,2,526804,5343496
4100000077,2,192074,3822398
4100000222,1,331137,8019884
4100000099,2,594701,1310871
4100000451,1,512354,8244444
4100000130,1,940636,1648524
4100000415,2,389665,3736526
4100000423,1,426932,6371295
4100000102,1,930495,2680215
4100000084,2,154155,7476989
4100000160,1,746139,6985489
4100000464,1,835474,8618406
4100000023,1,839963,8119597
4100000316,1,451040,2341977
4100000434,1,885238,9294634
4100000578,1,578892,3460101
4100000100,2,107955,5942770
4100000579,2,480902,8428921
4100000329,2,477257,8315707
4100000532,2,169240,3025003
4100000368,1,605396,9595759
4100000508,2,910743,7897509
4100000140,2,672001,986949
4100000148,1,220773,4502818
4100000555,2,596460,9436822
4100000482,1,939558,7370008
4100000431,2,465104,2061663
4100000314,2,487455,6992607
4100000105,2,158230,8377115
4100000071,2,738253,8798759
4100000112,1,753334,4649250
4100000318,1,173737,3241109
4100000116,2,489465,9830948
4100000584,2,504407,3206025
4100000406,2,331436,5611217
4100000317,1,348761,4574614
4100000177,2,789756,2267147
4100000114,2,954471,8227143
4100000544,1,729002,8161459
4100000140,2,669907,2397053
4100000427,1,915037,4354999
4100000263,2,873286,9092777
4100000445,1,205133,3964691
4100000408,1,618583,1932883
4100000355,2,949919,9292676
4100000196,1,814127,5035896
4100000225,2,554903,9371300
4100000392,1,509568,4449572
4100000001,1,237828,4802502
4100000065,2,998341,4808854
4100000218,2,135693,6333136
4100000115,1,401159,982169
4100000104,1,342134,7182206
4100000029,2,154983,8532695
4100000281,1,233389,7248882
4100000204,2,872079,5228442
4100000574,2,910346,4472099
4100000074,1,336091,5313911
4100000356,2,845715,5699055
4100000232,2,782402,5152289
4100000181,1,513393,5213666
4100000575,2,882967,3838454
4100000271,2,233347,4980624
4100000366,2,303322,9087000
4100000504,2,945044,796402
4100000456,1,220044,5762940
4100000526,1,839999,8241508
4100000525,1,455611,8301434
4100000484,2,290180,806304
4100000429,2,352587,1234071
4100000571,2,169483,2208551
4100000104,2,455151,9051390
4100000196,1,475053,7737619
4100000418,1,229099,2286603
4100000563,1,263645,9322205
4100000137,2,469723,3317867
4100000297,2,179230,2198772
4100000563,2,621498,5333816
4100000035,1,287806,2657236
4100000310,1,615663,5524090
4100000236,1,549003,4585736
4100000395,2,731114,4931261
4100000018,1,355144,9715771
4100000121,2,965202,4184056
4100000059,1,528463,1004622
4100000072,2,149277,2753867
4100000549,2,627748,4039203
4100000527,2,628312,7475314
4100000485,2,659369,6961426
4100000303,2,529931,5390065
4100000173,2,277608,6890229
4100000404,1,488679,5693172
4100000573,2,519048,5488215
4100000281,2,708336,6367181
4100000022,2,121603,1916594
4100000131,1,848974,1182218
4100000306,2,584555,8627712
4100000157,2,734821,8770234
4100000252,1,413092,2791392
4100000421,1,784318,5945763
4100000245,1,346300,5070252
4100000513,2,965834,8463340
4100000039,2,642355,4066361
4100000173,2,533942,9824934
4100000375,1,268390,2189804
4100000301,1,110292,2018439
4100000022,2,227799,4524699
4100000495,2,132703,1089695
4100000208,1,877533,988214
4100000321,1,783815,3698384
4100000307,1,320214,1963862
4100000321,2,544088,7961588
4100000362,1,348648,5576700
4100000436,1,438959,6248192
4100000439,1,440398,9827964
4100000210,2,517962,6977300
4100000450,1,318251,2681114
4100000049,2,123579,6615541
4100000403,2,799737,2249849
4100000334,1,222174,6904804
4100000284,2,283757,4045050
4100000226,1,247357,7791107
4100000127,2,996597,6286361
4100000435,1,335002,5008429
4100000510,1,698344,4093126
4100000299,1,925383,8614338
4100000377,2,624863,4190288
4100000245,1,597924,926843
4100000083,2,735877,6818816
4100000387,1,540599,1618250
4100000205,2,361006,2153466
4100000425,1,231552,8892475
4100000432,1,329867,6258820
4100000245,1,453254,2514673
4100000453,2,535782,5940082
4100000127,2,668497,8628817
4100000189,2,937933,7892095
4100000235,1,741354,6888941
4100000201,2,894651,6425037
4100000162,1,343302,1667076
4100000390,2,175132,5639868
4100000227,1,140252,1800525
4100000021,2,586695,8628864
4100000460,1,920785,2531337
4100000450,1,394141,4480062
4100000541,2,490290,8976559
4100000227,1,212178,9544413
4100000319,1,330187,7849250
4100000122,1,536368,7343455
4100000047,1,549738,6750497
4100000259,2,188794,5534379
4100000421,1,775773,4539710
4100000447,2,705615,4045738
4100000474,2,233152,2251120
4100000488,1,628985,1090243
4100000373,1,352520,8200025
4100000473,1,359379,8847842
4100000555,2,677130,8934296
4100000131,1,888974,3017681
4100000275,1,283147,8065783
4100000168,2,259707,8535299
4100000159,2,256313,2647642
4100000141,1,449070,4325472
4100000133,1,103135,2215230
4100000206,1,393988,3774917
4100000051,2,994093,2831346
4100000267,2,850505,2909282
4100000430,2,846875,5147746
4100000122,1,570635,2841491
4100000231,2,701318,7968385
4100000216,2,200707,4313732
4100000389,1,541768,9201931
4100000463,1,757468,9995088
4100000230,1,704001,2899763
4100000588,2,700591,1957790
4100000203,1,591232,2320216
4100000005,2,290453,1531267
4100000186,1,752506,7024260
4100000053,1,244619,8215975
4100000472,1,450792,8441501
4100000453,2,926432,3200820
4100000332,1,558035,3409001
4100000251,1,771757,918727
4100000236,2,142348,5074596
4100000219,2,563276,6527824
4100000444,1,523669,7367735
4100000167,2,757899,7933522
4100000155,1,869157,9973528
4100000046,2,969626,4484792
4100000049,2,848272,4623764
4100000455,2,543854,2208545
4100000022,1,211367,8987599
4100000042,2,967464,688420
4100000137,1,499871,3215514
4100000196,1,749623,6169483
4100000183,1,477723,8731035
4100000139,2,929367,877258
4100000000,1,952564,9915726
4100000237,1,123396,3223278
4100000002,1,131924,1630333
4100000210,1,164541,9192589
4100000330,1,196534,2279305
4100000093,1,191216,5334000
4100000277,2,655349,4748394
4100000585,1,485949,8931602
4100000091,1,198771,2077538
4100000403,2,680139,7641382
4100000046,2,538044,6621275
4100000486,2,694112,9954853
4100000539,2,522374,770807
4100000482,2,482735,8788353
4100000264,1,506700,3798713
4100000184,2,822465,5186873
4100000345,2,359711,1660636
4100000040,1,994732,6095296
4100000583,2,672657,2065296
4100000382,1,466127,3101545
4100000453,2,669023,4004992
4100000472,2,735546,6459739
4100000116,2,144533,9216996
4100000412,2,684115,3749576
4100000544,2,746224,6224798
4100000373,2,690062,3164228
4100000185,2,978830,6826639
4100000235,1,930964,946143
4100000100,1,700213,3955479
4100000374,2,155006,4295395
4100000324,2,557761,3209666
4100000097,2,568194,8683354
4100000203,2,454498,1699834
4100000560,2,422366,5252854
4100000372,2,400542,9965190
4100000258,2,228587,7873010
4100000184,1,209792,6551647
4100000020,2,915968,4024764
4100000068,2,909880,3709846
4100000348,1,956992,8351433
4100000048,1,748525,3677029
4100000387,2,990656,2977964
4100000193,1,390767,9748326
4100000444,1,981948,8901698
4100000233,2,280189,3760917
4100000375,2,816290,865698
4100000376,2,402632,9326148
4100000445,1,773684,9601591
4100000217,1,938997,5781499
4100000443,2,861709,6426865
4100000474,1,937862,3203100
4100000553,1,681156,4344744
4100000093,2,647875,5076631
4100000213,1,378252,2107456
4100000589,1,899873,4110254
4100000552,1,526524,1129303
4100000226,1,305010,1875669
4100000547,2,575959,5669619
4100000472,1,822550,9385573
4100000270,2,434712,3471188
4100000138,2,466029,875667
4100000119,1,645864,7664455
4100000206,1,411500,9521912
4100000107,1,560229,6398797
4100000510,2,855036,7981491
4100000380,2,719849,1711270
4100000242,2,399439,9339410
4100000590,2,356511,3853516
4100000572,2,962486,4778070
4100000562,1,715943,4860892
4100000014,2,265864,3626431
4100000539,1,538027,1832224
4100000501,1,899085,8401129
4100000576,2,631884,8823401
4100000090,1,897356,6215958
4100000178,2,319940,7266798
4100000187,2,877767,2940366
4100000056,2,252997,5027142
4100000127,2,107278,9951878
4100000150,2,152818,1505052
4100000391,2,877856,4777533
4100000186,2,448697,2563130
4100000524,1,685547,2522766
4100000577,2,339546,7123970
4100000037,2,308075,7363363
4100000192,2,244915,3950334
4100000385,2,388485,7290828
4100000378,2,106052,9369593
4100000269,2,886363,2835547
4100000371,2,346595,3397831
4100000005,1,598777,7858321
4100000414,2,771974,5097784
4100000215,1,133557,3563784
4100000220,2,819360,9282691
4100000508,2,107949,8570116
4100000285,2,420163,4953743
4100000586,2,894166,5726745
4100000282,2,235813,3179504
4100000510,2,482095,2958409
4100000007,1,719847,8513419
4100000156,2,898171,9163197
4100000460,1,614803,682492
4100000461,1,431086,986522
4100000503,1,864470,8913988
4100000308,1,361224,2748364
4100000550,2,628796,9430146
4100000178,2,711272,5265037
4100000130,1,113361,6056292
4100000392,2,521535,1768984
4100000573,1,508071,4068830
4100000410,2,122664,5949935
4100000458,1,709976,6426425
4100000003,2,115703,9896615
4100000397,2,165844,4112577
4100000140,2,217733,4548366
4100000414,2,697076,1042505
4100000542,2,824774,4277856
4100000591,1,631683,7431539
4100000220,1,634655,7079840
4100000193,2,345421,8783345
4100000401,1,158899,4789905
4100000368,2,310900,9047133
4100000019,2,605301,9339022
4100000347,1,332516,7097926
4100000030,1,334633,2310617
4100000074,1,255838,6736416
4100000485,1,231815,6940705
4100000470,1,769990,2291399
4100000120,1,687915,590515
4100000292,1,829521,8578282
4100000270,1,212477,7593506
4100000162,2,753671,7104176
4100000024,1,377255,6111413
4100000265,1,150626,2783005
4100000304,2,759523,3299814
4100000484,1,932263,9819296
4100000190,2,983326,9215005
4100000361,2,169168,705658
4100000588,2,481228,8527819
4100000537,2,493509,9835289
4100000019,2,525125,623045
4100000508,1,655242,8071121
4100000264,2,528237,4079558
4100000203,2,924223,8491536
4100000434,2,353158,1231673
4100000462,2,413155,5030229
4100000014,2,784842,5675219
4100000039,2,327197,1948287
4100000371,1,836104,6671295
4100000307,2,198415,8671375
4100000350,1,430730,2006568
4100000156,1,220567,9932280
4100000491,2,896204,3834802
4100000344,1,727822,9559543
4100000532,2,846008,7150288
4100000555,2,636815,8560959
4100000433,1,529574,5072754
4100000481,2,392397,9098805
4100000460,2,799620,6103790
4100000395,1,746887,1515007
4100000336,2,613578,3429107
4100000392,1,943882,4247988
4100000455,1,914161,5686190
4100000530,1,973133,2049730
4100000121,1,905393,4611628
4100000060,2,484286,2645668
4100000203,1,735869,5532868
4100000310,2,637664,9189399
4100000292,2,905402,5653396
4100000134,1,294436,4305754
4100000304,1,258858,9363890
4100000211,2,415384,6560417
4100000107,1,805799,1298535
4100000227,1,619260,8836083
4100000356,1,856454,1936869
4100000556,1,977157,754755
4100000166,2,503927,7087765
4100000255,2,152196,5617627
4100000158,1,204075,944493
4100000148,2,835695,3560340
4100000508,1,893108,5840400
4100000565,2,744713,799258
4100000235,2,332049,7607349
4100000447,1,949819,2562288
4100000156,2,639372,7303103
4100000187,1,221244,1589286
4100000135,2,455358,6004624
4100000176,2,325390,6545783
4100000469,1,839356,5910273
4100000376,2,864168,5859063
4100000334,1,177162,1350523
4100000303,1,593957,4401655
4100000119,1,909007,1249193
4100000167,2,834185,3054024
4100000474,2,715547,6526401
4100000206,1,296111,4455985
4100000369,2,397465,4088641
4100000154,1,804971,4973611
4100000182,2,645832,7568825
4100000459,2,419131,9694993
4100000376,1,169869,3639373
4100000493,1,879158,6733976
4100000291,1,457526,5764075
4100000270,2,859593,1063021
4100000447,2,975776,3591895
4100000180,1,322562,8150255
4100000072,1,718416,2877817
4100000218,1,575142,8111451
4100000468,1,229083,6829417
4100000577,1,857401,9355322
4100000471,2,346873,8415586
4100000199,1,245791,8777971
4100000556,2,453468,5014851
4100000586,1,164209,2387249
4100000452,1,957733,8083738
4100000104,2,273328,610349
4100000427,2,973002,6253655
4100000253,1,600442,7971136
4100000579,2,221658,2327228
4100000305,2,720093,3551254
4100000544,1,871576,8417951
4100000427,1,139561,9141253
4100000570,1,765030,1871572
4100000476,2,841961,1831729
4100000519,2,665510,5758674
4100000571,1,684108,9247276
4100000096,2,401242,9066167
4100000096,2,582571,5200046
4100000552,2,388334,8148499
4100000529,2,408497,3336060
4100000408,1,546698,1986784
4100000539,2,803777,4153478
4100000066,2,947128,6294995
4100000027,1,494910,7179407
4100000024,1,276442,9287317
4100000255,1,666804,8651242
4100000390,2,902620,6848910
4100000370,1,933462,8775580
4100000052,2,580398,2795710
4100000545,1,335363,2458734
4100000204,1,764786,8096954
4100000212,2,650856,8828138
4100000110,1,553029,8791632
4100000021,1,530223,8871047
4100000305,2,975780,1042726
4100000450,2,460885,6306940
4100000348,1,774451,7206962
4100000050,2,803994,9542789
4100000202,1,788512,4234229
4100000253,2,413026,5114262
4100000018,1,289642,6011766
4100000441,2,333830,1029692
4100000134,1,965513,7661072
4100000136,1,300416,7805552
4100000493,2,470036,1669006
4100000234,2,360442,5939299
4100000234,2,956853,3477641
4100000298,1,224472,6908437
4100000028,1,223327,1148566
4100000285,1,502738,7770968
4100000425,1,852669,6904502
4100000138,1,864804,9313225
4100000482,1,736874,3151627
4100000289,1,243161,7100107
4100000093,1,130522,1018319
4100000194,1,625302,2729371
4100000096,1,522265,3462688
4100000037,1,115579,5629325
4100000010,2,988247,6682585
4100000559,2,182177,6021809
4100000243,1,810497,6056373
4100000355,2,268815,1147603
4100000458,1,781144,2052423
4100000320,1,106682,7689244
4100000402,1,101596,6430722
4100000251,1,334286,3431082
4100000229,1,950844,3723933
4100000186,1,166855,2892954
4100000107,1,432494,8875180
4100000527,1,320195,6939094
4100000481,2,743080,5399855
4100000570,1,804642,2309836
4100000472,2,559264,3741328
4100000429,1,912576,6648322
4100000416,2,971047,6474630
4100000162,2,499285,5709406
4100000499,1,518936,5582076
4100000266,1,812362,9484558
4100000116,1,950212,9516158
4100000460,1,749985,3821765
4100000264,2,572844,3866568
4100000009,2,556536,8548599
4100000094,1,758053,6318577
4100000062,1,799571,3483946
4100000245,2,870766,3113664
4100000537,2,187856,7894955
4100000518,2,355062,2929077
4100000368,1,723191,4255126
4100000129,1,403673,2655186
4100000208,1,593331,7390960
4100000082,2,306665,6851108
4100000001,1,439935,7818086
4100000318,2,794017,8193906
4100000153,1,430983,731118
4100000584,2,528996,7289474
4100000456,2,956787,5425722
4100000356,1,572913,5263791
4100000372,1,317241,1738226
4100000265,1,534118,7810648
4100000034,1,684006,4253301
4100000339,2,864323,1985217
4100000072,2,518333,3500727
4100000400,2,418455,8809841
4100000456,2,416534,4444052
4100000449,2,928631,5942171
4100000254,2,422042,5357514
4100000088,1,615594,1279605
4100000251,1,451506,1233863
4100000147,2,890043,9228080
4100000558,1,338431,2494618
4100000486,1,617548,9010543
4100000492,2,299708,636838
4100000559,1,452288,2874415
4100000380,2,924615,2680257
4100000305,2,530786,3568783
4100000412,2,229194,5242156
4100000254,2,621625,5807673
4100000538,2,519330,809410
4100000320,2,615473,1455338
4100000319,2,116250,6238081
4100000258,2,335793,7893484
4100000478,1,281098,7846578
4100000291,1,849676,5784902
4100000112,1,979937,3169542
4100000408,2,671413,4601296
4100000175,1,658184,6846901
4100000396,1,574368,5783269
4100000200,1,798313,3902572
4100000524,1,616194,7520286
4100000153,2,805467,5244556
4100000011,2,249687,3077820
4100000507,1,752861,1372698
4100000376,1,650770,5366519
4100000342,1,976882,9075315
4100000077,2,913079,792249
4100000119,1,991544,4308342
4100000352,1,439893,1608953
4100000341,2,209370,1136077
4100000129,2,149563,5722410
4100000306,1,262661,1027117
4100000116,1,122779,5149008
4100000006,2,218717,742578
4100000084,1,223893,6251261
4100000012,2,876261,5069776
4100000421,1,773562,1762283
4100000234,2,144757,2059951
4100000109,2,393640,6664473
4100000286,1,763125,8960095
4100000418,1,996362,4769008
4100000305,2,159001,934121
4100000024,2,124015,1067109
4100000099,1,248770,6217567
4100000513,1,493234,2229410
4100000359,1,242976,3775371
4100000112,2,254256,1356940
4100000216,2,625945,4085613
4100000401,2,447984,3155767
4100000251,1,937265,6470972
4100000223,2,836857,7914442
4100000526,2,442276,2035085
4100000157,2,400782,8500806
4100000281,1,364109,745318
4100000508,1,139640,1924708
4100000310,2,626507,2739062
4100000089,2,647655,6344098
4100000585,2,947357,5316910
4100000388,1,737928,6348700
4100000202,1,107654,7876899
4100000405,2,225640,898692
4100000406,2,306687,9506428
4100000192,1,982534,2410484
4100000389,1,705740,7594859
4100000147,2,665255,8032542
4100000078,2,233307,7485257
4100000236,2,637312,3086536
4100000555,1,912251,4237564
4100000124,2,699428,1854236
4100000487,1,416926,3588982
4100000012,1,193343,7640787
4100000315,2,381458,6642477
4100000471,1,204297,809782
4100000147,2,931892,5209816
4100000077,1,998000,9327168
4100000544,1,846076,1385749
4100000198,2,264087,2697264
4100000255,1,644281,9712877
4100000018,1,487188,9706857
4100000375,2,365632,6971742
4100000363,1,548682,4368215
4100000136,2,331637,9173818
4100000092,1,863049,6685933
4100000468,1,871044,8015070
4100000379,2,651031,4895011
4100000558,2,535047,8347313
4100000116,1,398036,1275385
4100000089,2,908850,6248623
4100000220,2,335897,9194523
4100000169,1,912315,6495519
4100000083,1,900392,2583818
4100000424,1,612432,3747631
4100000134,2,349428,3412874
4100000539,1,704960,3229272
4100000409,1,319910,2541640
4100000458,1,486013,6187941
4100000339,2,231643,4253711
4100000522,1,916740,4081714
4100000365,2,497323,2393586
4100000220,2,562160,8457092
4100000523,2,387050,8997015
4100000180,2,932186,9983694
4100000535,2,342662,859698
4100000275,1,319928,985708
4100000349,2,991123,8754683
4100000056,2,868783,1176899
4100000232,1,392148,4318608
4100000299,2,900086,4372692
4100000058,1,758649,2380469
4100000544,2,667227,7465738
4100000367,1,204197,6103042
4100000357,2,766583,2916451
4100000178,2,951000,3483899
4100000266,2,867183,741594
4100000541,2,336044,7317060
4100000017,1,655269,7335288
4100000089,2,819367,4012027
4100000059,1,858765,5347377
4100000338,1,797124,5114139
4100000348,1,298336,8268907
4100000255,2,574316,8074245
4100000296,2,905932,5628333
4100000415,1,362008,9684177
4100000474,2,842812,8576423
4100000387,2,634516,8553055
4100000538,2,820112,7785437
4100000266,1,106512,6985634
4100000242,1,717380,4043730
4100000588,1,191339,8671984
4100000524,1,412970,8210118
4100000139,2,424212,6862704
4100000133,2,715912,7442335
4100000106,1,511160,6707284
4100000537,2,400829,5472239
4100000210,2,948352,1984934
4100000437,1,971936,4834288
4100000238,1,645835,7144314
4100000277,1,719519,815249
4100000355,2,717527,1695936
4100000051,2,332392,2517191
4100000410,1,276142,4875487
4100000357,2,622084,5031624
4100000120,2,547404,8841674
4100000579,1,610602,828132
4100000435,1,183003,6424420
4100000241,2,699043,3978577
4100000374,1,692850,2245331
4100000029,2,992079,9499754
4100000242,2,149962,6934465
4100000338,2,909497,5475990
4100000160,1,648959,6671406
4100000236,1,850163,3165041
4100000174,1,717515,7292614
4100000456,2,323536,2902912
4100000076,2,932972,7927708
4100000528,2,831518,1364678
4100000581,2,302394,3939739
4100000396,1,232146,1456961
4100000498,1,193840,8680753
4100000432,1,765484,2118550
4100000204,2,620925,7293364
4100000280,2,577411,4727443
4100000078,1,482728,3977161
4100000240,1,323586,1448473
4100000526,1,112845,3731405
4100000339,1,441115,4899885
4100000140,1,109091,8106001
4100000274,1,967317,1079345
4100000384,2,902381,902529
4100000363,1,613251,9390320
4100000058,2,905910,557567
4100000106,2,372323,3033395
4100000408,2,674573,9956305
4100000125,2,230359,827734
4100000226,1,466688,5110224
4100000074,1,736987,7981172
4100000158,2,383203,9011887
4100000098,1,851448,2437975
4100000502,2,301796,3990490
4100000164,1,833598,5952127
4100000266,1,364092,4601169
4100000225,2,911598,783484
4100000412,2,942550,2412509
4100000249,1,780829,7002053
4100000578,2,425554,8193916
4100000322,2,972431,3406784
4100000472,2,648179,4504558
4100000360,1,342372,6482413
4100000098,2,625335,769202
4100000422,1,884783,6624132
4100000210,1,297433,6992951
4100000075,1,547835,8145365
4100000492,1,390120,7717093
4100000428,1,444286,1991064
4100000578,1,182451,1481479
4100000165,1,775368,9822802
4100000573,2,581972,1612172
4100000418,1,769022,8642849
4100000033,1,582730,8020633
4100000536,2,732436,5812869
4100000578,2,391307,9692038
4100000175,1,635768,6860805
4100000031,2,845867,7834162
4100000582,2,155608,7935893
4100000285,2,902185,8645963
4100000126,1,317524,9167996
